CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
97907.0,67,2,1235.9,5,5,5,555,Champions
99232.0,44,1,3262.8,5,5,5,555,Champions
99791.0,74,1,7690.410000000001,5,5,5,555,Champions
11243.0,68,2,440.54999999999995,5,5,4,554,Champions
27802.0,59,2,430.12,5,5,4,554,Champions
29904.0,59,3,494.54,5,5,4,554,Champions
34600.0,68,2,469.96,5,5,4,554,Champions
38024.0,123,3,476.16999999999996,5,5,4,554,Champions
41365.0,90,2,490.12,5,5,4,554,Champions
41661.0,26,2,428.82,5,5,4,554,Champions
48192.0,58,2,501.78,5,5,4,554,Champions
50702.0,81,2,498.12,5,5,4,554,Champions
57396.0,14,2,558.31,5,5,4,554,Champions
60099.0,22,2,589.31,5,5,4,554,Champions
60262.0,131,2,530.72,5,5,4,554,Champions
61671.0,113,2,528.71,5,5,4,554,Champions
64311.0,83,2,457.01,5,5,4,554,Champions
79918.0,103,2,424.0,5,5,4,554,Champions
85007.0,40,1,510.55,5,5,4,554,Champions
85182.0,89,1,551.25,5,5,4,554,Champions
85224.0,59,1,407.28,5,5,4,554,Champions
85587.0,3,2,568.56,5,5,4,554,Champions
86357.0,88,1,414.54,5,5,4,554,Champions
86711.0,127,1,440.15,5,5,4,554,Champions
87682.0,19,1,380.4,5,5,4,554,Champions
87708.0,27,1,440.1,5,5,4,554,Champions
87803.0,8,1,419.8,5,5,4,554,Champions
88037.0,124,1,614.12,5,5,4,554,Champions
88191.0,67,1,533.76,5,5,4,554,Champions
88242.0,89,1,404.41,5,5,4,554,Champions
88409.0,97,1,486.36,5,5,4,554,Champions
88697.0,3,1,377.85,5,5,4,554,Champions
89113.0,75,1,467.6,5,5,4,554,Champions
89175.0,6,1,404.35,5,5,4,554,Champions
89893.0,11,1,716.59,5,5,4,554,Champions
90549.0,33,1,413.49,5,5,4,554,Champions
90708.0,6,1,382.55,5,5,4,554,Champions
91148.0,77,1,439.35,5,5,4,554,Champions
91501.0,25,2,478.36,5,5,4,554,Champions
91660.0,117,1,430.9,5,5,4,554,Champions
91799.0,93,1,626.05,5,5,4,554,Champions
91951.0,60,1,723.5,5,5,4,554,Champions
92549.0,44,1,513.55,5,5,4,554,Champions
93441.0,58,1,405.72,5,5,4,554,Champions
94004.0,128,1,388.56000000000006,5,5,4,554,Champions
94180.0,7,1,640.5,5,5,4,554,Champions
94847.0,138,1,378.24,5,5,4,554,Champions
94980.0,39,1,482.16,5,5,4,554,Champions
96106.0,56,1,436.16,5,5,4,554,Champions
96861.0,102,1,437.08,5,5,4,554,Champions
98978.0,3,1,666.32,5,5,4,554,Champions
10996.0,41,2,232.72,5,5,3,553,Loyal Customers
23906.0,116,2,290.57,5,5,3,553,Loyal Customers
53013.0,114,2,326.03999999999996,5,5,3,553,Loyal Customers
55894.0,99,2,261.57,5,5,3,553,Loyal Customers
71313.0,77,2,221.76,5,5,3,553,Loyal Customers
74405.0,17,2,346.13,5,5,3,553,Loyal Customers
78123.0,13,2,230.16000000000003,5,5,3,553,Loyal Customers
79192.0,103,2,267.07000000000005,5,5,3,553,Loyal Customers
79553.0,64,2,376.82000000000005,5,5,3,553,Loyal Customers
83884.0,72,1,211.36,5,5,3,553,Loyal Customers
85294.0,74,1,325.62,5,5,3,553,Loyal Customers
85339.0,89,1,305.88,5,5,3,553,Loyal Customers
85548.0,109,1,374.12,5,5,3,553,Loyal Customers
85580.0,46,1,366.94,5,5,3,553,Loyal Customers
85742.0,69,1,279.25,5,5,3,553,Loyal Customers
85985.0,47,1,225.74,5,5,3,553,Loyal Customers
86223.0,76,1,239.49,5,5,3,553,Loyal Customers
86385.0,34,1,340.18,5,5,3,553,Loyal Customers
86531.0,63,1,214.71,5,5,3,553,Loyal Customers
87077.0,68,1,247.85,5,5,3,553,Loyal Customers
87115.0,11,1,275.94,5,5,3,553,Loyal Customers
87306.0,112,1,370.56,5,5,3,553,Loyal Customers
87854.0,106,1,363.79,5,5,3,553,Loyal Customers
89736.0,27,1,322.84,5,5,3,553,Loyal Customers
90729.0,21,1,235.08,5,5,3,553,Loyal Customers
90752.0,120,1,296.70000000000005,5,5,3,553,Loyal Customers
91313.0,90,1,291.96,5,5,3,553,Loyal Customers
91861.0,10,1,244.32,5,5,3,553,Loyal Customers
91897.0,58,1,308.14000000000004,5,5,3,553,Loyal Customers
91968.0,27,1,319.34,5,5,3,553,Loyal Customers
91978.0,9,1,357.32,5,5,3,553,Loyal Customers
92066.0,137,1,228.92,5,5,3,553,Loyal Customers
92726.0,8,1,222.42,5,5,3,553,Loyal Customers
92935.0,16,1,356.45000000000005,5,5,3,553,Loyal Customers
93130.0,18,1,294.93,5,5,3,553,Loyal Customers
94327.0,122,1,262.74,5,5,3,553,Loyal Customers
94785.0,119,1,285.4,5,5,3,553,Loyal Customers
95286.0,99,1,305.62,5,5,3,553,Loyal Customers
96598.0,55,1,365.1,5,5,3,553,Loyal Customers
96932.0,103,1,257.48,5,5,3,553,Loyal Customers
97151.0,45,1,322.35,5,5,3,553,Loyal Customers
97164.0,53,1,314.16,5,5,3,553,Loyal Customers
97358.0,97,1,229.3,5,5,3,553,Loyal Customers
97377.0,109,1,295.85,5,5,3,553,Loyal Customers
97742.0,120,1,292.92,5,5,3,553,Loyal Customers
97899.0,99,1,236.95,5,5,3,553,Loyal Customers
98098.0,118,1,258.6,5,5,3,553,Loyal Customers
98528.0,123,1,275.3,5,5,3,553,Loyal Customers
98621.0,10,1,229.46,5,5,3,553,Loyal Customers
98642.0,85,1,236.22,5,5,3,553,Loyal Customers
99290.0,66,1,290.91,5,5,3,553,Loyal Customers
99377.0,112,1,219.07,5,5,3,553,Loyal Customers
16359.0,117,2,207.71,5,5,2,552,Hibernating
38541.0,18,2,193.3,5,5,2,552,Hibernating
69588.0,5,2,154.06,5,5,2,552,Hibernating
82264.0,81,2,139.5,5,5,2,552,Hibernating
83040.0,114,2,170.7,5,5,2,552,Hibernating
84047.0,33,1,181.14,5,5,2,552,Hibernating
84475.0,110,1,156.44,5,5,2,552,Hibernating
85275.0,124,1,202.29,5,5,2,552,Hibernating
85612.0,45,1,157.8,5,5,2,552,Hibernating
86374.0,16,1,166.12,5,5,2,552,Hibernating
86896.0,124,1,151.11,5,5,2,552,Hibernating
87094.0,63,1,106.19,5,5,2,552,Hibernating
87445.0,111,1,163.9,5,5,2,552,Hibernating
87733.0,95,1,160.08,5,5,2,552,Hibernating
87755.0,103,1,109.48,5,5,2,552,Hibernating
88416.0,113,1,115.68,5,5,2,552,Hibernating
89213.0,52,1,118.4,5,5,2,552,Hibernating
90689.0,74,1,129.18,5,5,2,552,Hibernating
90741.0,52,1,147.09,5,5,2,552,Hibernating
91089.0,72,1,117.84,5,5,2,552,Hibernating
91261.0,82,1,111.07,5,5,2,552,Hibernating
91410.0,89,1,183.48,5,5,2,552,Hibernating
91437.0,48,1,208.28,5,5,2,552,Hibernating
91502.0,67,1,166.75,5,5,2,552,Hibernating
91967.0,111,1,204.52,5,5,2,552,Hibernating
92161.0,106,1,168.70000000000002,5,5,2,552,Hibernating
92243.0,126,1,115.78,5,5,2,552,Hibernating
92696.0,2,1,164.24,5,5,2,552,Hibernating
92883.0,9,1,155.0,5,5,2,552,Hibernating
93068.0,15,1,123.6,5,5,2,552,Hibernating
93311.0,120,1,120.54,5,5,2,552,Hibernating
93421.0,16,1,122.28,5,5,2,552,Hibernating
94435.0,95,1,207.24,5,5,2,552,Hibernating
94463.0,117,1,144.95,5,5,2,552,Hibernating
96008.0,47,1,124.48,5,5,2,552,Hibernating
96314.0,40,1,151.54,5,5,2,552,Hibernating
96820.0,28,1,109.16,5,5,2,552,Hibernating
97491.0,121,1,147.78,5,5,2,552,Hibernating
97551.0,99,1,133.44,5,5,2,552,Hibernating
97554.0,3,2,124.88,5,5,2,552,Hibernating
97574.0,135,1,207.16,5,5,2,552,Hibernating
98280.0,65,1,124.75,5,5,2,552,Hibernating
98627.0,12,1,144.5,5,5,2,552,Hibernating
99152.0,37,1,117.53,5,5,2,552,Hibernating
84371.0,56,1,92.33,5,5,1,551,Hibernating
84598.0,71,1,79.37,5,5,1,551,Hibernating
85171.0,78,1,61.6,5,5,1,551,Hibernating
85421.0,122,1,90.54,5,5,1,551,Hibernating
85841.0,58,1,75.42,5,5,1,551,Hibernating
86009.0,41,1,94.08,5,5,1,551,Hibernating
86028.0,88,1,44.52,5,5,1,551,Hibernating
86194.0,118,1,16.33,5,5,1,551,Hibernating
86647.0,21,1,68.8,5,5,1,551,Hibernating
86835.0,95,1,29.11,5,5,1,551,Hibernating
87092.0,27,1,73.7,5,5,1,551,Hibernating
87509.0,24,1,64.6,5,5,1,551,Hibernating
88066.0,138,1,91.04,5,5,1,551,Hibernating
88814.0,52,1,68.06,5,5,1,551,Hibernating
89374.0,130,1,29.66,5,5,1,551,Hibernating
89375.0,98,1,88.12,5,5,1,551,Hibernating
89436.0,60,1,77.01,5,5,1,551,Hibernating
89558.0,99,1,59.18,5,5,1,551,Hibernating
89994.0,30,1,80.51,5,5,1,551,Hibernating
90597.0,68,1,30.88,5,5,1,551,Hibernating
91253.0,123,1,18.34,5,5,1,551,Hibernating
91591.0,31,1,85.83,5,5,1,551,Hibernating
91851.0,26,1,84.24,5,5,1,551,Hibernating
92552.0,70,1,60.59,5,5,1,551,Hibernating
93070.0,103,1,67.54,5,5,1,551,Hibernating
93178.0,58,1,89.0,5,5,1,551,Hibernating
93538.0,78,1,71.12,5,5,1,551,Hibernating
93852.0,43,1,9.59,5,5,1,551,Hibernating
94685.0,100,1,34.32,5,5,1,551,Hibernating
94758.0,16,1,61.44,5,5,1,551,Hibernating
94813.0,30,1,24.54,5,5,1,551,Hibernating
95174.0,107,1,9.89,5,5,1,551,Hibernating
95324.0,15,1,61.26,5,5,1,551,Hibernating
95906.0,25,1,73.89,5,5,1,551,Hibernating
96483.0,63,1,72.23,5,5,1,551,Hibernating
97055.0,20,1,99.06,5,5,1,551,Hibernating
97205.0,127,1,28.25,5,5,1,551,Hibernating
97355.0,100,1,96.05,5,5,1,551,Hibernating
98363.0,116,1,94.0,5,5,1,551,Hibernating
98664.0,51,1,27.15,5,5,1,551,Hibernating
99064.0,117,1,18.32,5,5,1,551,Hibernating
99168.0,60,1,60.7,5,5,1,551,Hibernating
99272.0,33,1,68.88,5,5,1,551,Hibernating
99410.0,132,1,71.55,5,5,1,551,Hibernating
99467.0,122,1,74.37,5,5,1,551,Hibernating
99573.0,6,1,56.55,5,5,1,551,Hibernating
99602.0,43,1,70.28999999999999,5,5,1,551,Hibernating
99721.0,63,1,83.56,5,5,1,551,Hibernating
65652.0,106,1,798.12,5,4,5,545,Champions
65692.0,14,1,783.1,5,4,5,545,Champions
65806.0,32,1,1135.05,5,4,5,545,Champions
66056.0,11,1,3358.83,5,4,5,545,Champions
66259.0,99,1,5798.94,5,4,5,545,Champions
66433.0,47,1,11219.4,5,4,5,545,Champions
67159.0,4,1,1757.04,5,4,5,545,Champions
67512.0,24,1,5512.9,5,4,5,545,Champions
67604.0,113,1,2542.02,5,4,5,545,Champions
67813.0,46,1,1062.0,5,4,5,545,Champions
68555.0,101,1,5739.15,5,4,5,545,Champions
68836.0,8,1,6954.5,5,4,5,545,Champions
69962.0,20,1,761.9499999999999,5,4,5,545,Champions
70111.0,133,1,962.45,5,4,5,545,Champions
70503.0,96,1,839.23,5,4,5,545,Champions
70584.0,88,1,1313.1,5,4,5,545,Champions
70589.0,117,1,789.6,5,4,5,545,Champions
70726.0,93,1,3944.46,5,4,5,545,Champions
71009.0,29,1,1098.51,5,4,5,545,Champions
71844.0,62,1,821.59,5,4,5,545,Champions
72048.0,35,1,6969.28,5,4,5,545,Champions
72272.0,119,1,2075.46,5,4,5,545,Champions
72525.0,19,1,5836.56,5,4,5,545,Champions
72619.0,13,1,4003.79,5,4,5,545,Champions
72912.0,118,1,6948.27,5,4,5,545,Champions
73274.0,114,1,5677.38,5,4,5,545,Champions
73332.0,123,1,3855.88,5,4,5,545,Champions
73847.0,21,1,871.6200000000001,5,4,5,545,Champions
73865.0,12,1,1117.2,5,4,5,545,Champions
73913.0,70,1,848.15,5,4,5,545,Champions
75285.0,106,1,1062.0,5,4,5,545,Champions
75358.0,21,1,2173.22,5,4,5,545,Champions
76301.0,134,1,1100.16,5,4,5,545,Champions
76945.0,112,1,1229.13,5,4,5,545,Champions
78120.0,43,1,1742.84,5,4,5,545,Champions
78557.0,107,1,801.18,5,4,5,545,Champions
78576.0,73,1,749.98,5,4,5,545,Champions
78786.0,138,1,6723.5,5,4,5,545,Champions
79016.0,34,1,912.06,5,4,5,545,Champions
79870.0,92,1,2045.22,5,4,5,545,Champions
79968.0,73,1,1123.56,5,4,5,545,Champions
80115.0,73,1,2577.6800000000003,5,4,5,545,Champions
80467.0,132,1,1009.62,5,4,5,545,Champions
80607.0,122,1,11553.36,5,4,5,545,Champions
80782.0,100,1,1741.09,5,4,5,545,Champions
81863.0,35,1,4977.45,5,4,5,545,Champions
82559.0,110,1,1819.58,5,4,5,545,Champions
82735.0,119,1,2572.4,5,4,5,545,Champions
82784.0,125,1,798.9,5,4,5,545,Champions
82840.0,7,1,897.42,5,4,5,545,Champions
82856.0,17,1,827.89,5,4,5,545,Champions
83005.0,58,1,6416.549999999999,5,4,5,545,Champions
83028.0,53,1,1003.96,5,4,5,545,Champions
83230.0,96,1,4729.56,5,4,5,545,Champions
83280.0,35,1,1200.08,5,4,5,545,Champions
83575.0,27,1,1737.32,5,4,5,545,Champions
83678.0,23,1,760.62,5,4,5,545,Champions
83779.0,60,1,925.86,5,4,5,545,Champions
66276.0,8,1,633.65,5,4,4,544,Champions
66325.0,100,1,492.88,5,4,4,544,Champions
66336.0,38,1,445.2,5,4,4,544,Champions
67113.0,3,1,482.30000000000007,5,4,4,544,Champions
67143.0,112,1,688.4399999999999,5,4,4,544,Champions
67328.0,118,1,542.52,5,4,4,544,Champions
67806.0,137,1,436.2,5,4,4,544,Champions
68865.0,75,1,520.66,5,4,4,544,Champions
69717.0,135,1,512.0999999999999,5,4,4,544,Champions
69902.0,117,1,566.16,5,4,4,544,Champions
70995.0,104,1,390.6,5,4,4,544,Champions
71158.0,14,1,411.75,5,4,4,544,Champions
72107.0,28,1,665.5,5,4,4,544,Champions
72129.0,6,1,460.96,5,4,4,544,Champions
72977.0,91,1,547.6800000000001,5,4,4,544,Champions
73177.0,69,1,589.68,5,4,4,544,Champions
73737.0,56,1,460.11,5,4,4,544,Champions
74023.0,129,1,407.33,5,4,4,544,Champions
75095.0,12,1,692.16,5,4,4,544,Champions
75987.0,7,1,396.71,5,4,4,544,Champions
76261.0,132,1,517.02,5,4,4,544,Champions
77559.0,90,1,586.5600000000001,5,4,4,544,Champions
77614.0,66,1,449.2000000000001,5,4,4,544,Champions
77978.0,87,1,688.78,5,4,4,544,Champions
78392.0,91,1,725.9,5,4,4,544,Champions
80200.0,10,1,627.98,5,4,4,544,Champions
80417.0,42,1,378.0,5,4,4,544,Champions
80897.0,112,1,410.88,5,4,4,544,Champions
81387.0,58,1,554.4,5,4,4,544,Champions
81682.0,36,1,574.85,5,4,4,544,Champions
81805.0,99,1,449.05000000000007,5,4,4,544,Champions
81812.0,80,1,492.85,5,4,4,544,Champions
81924.0,72,1,658.98,5,4,4,544,Champions
82422.0,33,1,385.38,5,4,4,544,Champions
82874.0,64,1,429.36,5,4,4,544,Champions
83242.0,120,1,444.6,5,4,4,544,Champions
83414.0,33,1,447.48,5,4,4,544,Champions
65453.0,108,1,332.04999999999995,5,4,3,543,Loyal Customers
65457.0,59,1,370.44,5,4,3,543,Loyal Customers
65525.0,65,1,307.41,5,4,3,543,Loyal Customers
65653.0,113,1,258.65000000000003,5,4,3,543,Loyal Customers
65796.0,24,1,308.9,5,4,3,543,Loyal Customers
66875.0,108,1,336.0,5,4,3,543,Loyal Customers
67045.0,76,1,324.92,5,4,3,543,Loyal Customers
67726.0,95,1,223.7,5,4,3,543,Loyal Customers
67744.0,28,1,226.92,5,4,3,543,Loyal Customers
68155.0,111,1,359.44,5,4,3,543,Loyal Customers
68279.0,130,1,310.95,5,4,3,543,Loyal Customers
68388.0,134,1,220.59,5,4,3,543,Loyal Customers
68452.0,52,1,353.2,5,4,3,543,Loyal Customers
68909.0,77,1,309.61,5,4,3,543,Loyal Customers
69596.0,11,1,292.12,5,4,3,543,Loyal Customers
70123.0,133,1,319.17,5,4,3,543,Loyal Customers
72209.0,93,1,291.88,5,4,3,543,Loyal Customers
72487.0,118,1,314.76,5,4,3,543,Loyal Customers
72536.0,5,1,360.48,5,4,3,543,Loyal Customers
72994.0,86,1,270.13,5,4,3,543,Loyal Customers
73342.0,131,1,213.76,5,4,3,543,Loyal Customers
73701.0,19,1,272.25,5,4,3,543,Loyal Customers
73810.0,133,1,301.04,5,4,3,543,Loyal Customers
74239.0,14,1,355.54,5,4,3,543,Loyal Customers
74960.0,118,1,237.12,5,4,3,543,Loyal Customers
75181.0,7,1,356.70000000000005,5,4,3,543,Loyal Customers
75848.0,112,1,292.04,5,4,3,543,Loyal Customers
76142.0,12,1,251.65,5,4,3,543,Loyal Customers
76686.0,72,1,270.0,5,4,3,543,Loyal Customers
77021.0,132,1,262.5,5,4,3,543,Loyal Customers
77279.0,3,1,292.48,5,4,3,543,Loyal Customers
77533.0,134,1,322.40000000000003,5,4,3,543,Loyal Customers
77619.0,131,1,242.28000000000003,5,4,3,543,Loyal Customers
77721.0,67,1,312.4,5,4,3,543,Loyal Customers
78115.0,136,1,255.42,5,4,3,543,Loyal Customers
78353.0,49,1,250.68,5,4,3,543,Loyal Customers
78649.0,137,1,244.4,5,4,3,543,Loyal Customers
78675.0,73,1,280.24,5,4,3,543,Loyal Customers
78741.0,21,1,216.18,5,4,3,543,Loyal Customers
79162.0,97,1,331.68,5,4,3,543,Loyal Customers
79596.0,32,1,273.86,5,4,3,543,Loyal Customers
79649.0,32,1,354.0,5,4,3,543,Loyal Customers
79986.0,16,1,250.84,5,4,3,543,Loyal Customers
80012.0,67,1,232.76,5,4,3,543,Loyal Customers
80297.0,97,1,234.16,5,4,3,543,Loyal Customers
80337.0,124,1,214.05,5,4,3,543,Loyal Customers
80402.0,74,1,310.17,5,4,3,543,Loyal Customers
80522.0,14,1,275.52,5,4,3,543,Loyal Customers
80636.0,63,1,275.34,5,4,3,543,Loyal Customers
81079.0,88,1,332.4,5,4,3,543,Loyal Customers
81136.0,95,1,374.1,5,4,3,543,Loyal Customers
81758.0,8,1,241.04,5,4,3,543,Loyal Customers
83818.0,20,1,250.28,5,4,3,543,Loyal Customers
65542.0,123,1,163.17,5,4,2,542,Hibernating
65951.0,113,1,147.06,5,4,2,542,Hibernating
66111.0,1,1,134.98,5,4,2,542,Hibernating
66680.0,123,1,121.72,5,4,2,542,Hibernating
67605.0,97,1,175.35,5,4,2,542,Hibernating
67762.0,81,1,123.0,5,4,2,542,Hibernating
68102.0,84,1,120.06,5,4,2,542,Hibernating
68511.0,11,1,134.04,5,4,2,542,Hibernating
69022.0,114,1,182.5,5,4,2,542,Hibernating
69314.0,118,1,118.73,5,4,2,542,Hibernating
69395.0,83,1,104.28,5,4,2,542,Hibernating
69797.0,73,1,154.82,5,4,2,542,Hibernating
70101.0,61,1,152.55,5,4,2,542,Hibernating
70819.0,33,1,174.4,5,4,2,542,Hibernating
71643.0,53,1,131.54,5,4,2,542,Hibernating
72381.0,127,1,169.8,5,4,2,542,Hibernating
72845.0,108,1,143.91,5,4,2,542,Hibernating
73068.0,93,1,138.91,5,4,2,542,Hibernating
73188.0,65,1,205.14,5,4,2,542,Hibernating
74770.0,121,1,181.64,5,4,2,542,Hibernating
75630.0,84,1,196.84,5,4,2,542,Hibernating
75791.0,87,1,185.08,5,4,2,542,Hibernating
76007.0,58,1,161.13,5,4,2,542,Hibernating
76016.0,75,1,204.54,5,4,2,542,Hibernating
76583.0,96,1,104.19,5,4,2,542,Hibernating
77204.0,25,1,194.35,5,4,2,542,Hibernating
77383.0,49,1,201.05,5,4,2,542,Hibernating
77439.0,1,1,125.08,5,4,2,542,Hibernating
77927.0,113,1,135.54,5,4,2,542,Hibernating
79204.0,119,1,104.72,5,4,2,542,Hibernating
79541.0,135,1,161.42,5,4,2,542,Hibernating
80357.0,32,1,120.48,5,4,2,542,Hibernating
80651.0,8,1,128.4,5,4,2,542,Hibernating
81329.0,127,1,166.74,5,4,2,542,Hibernating
81807.0,54,1,131.79,5,4,2,542,Hibernating
82121.0,72,1,197.88,5,4,2,542,Hibernating
82814.0,110,1,176.82,5,4,2,542,Hibernating
65985.0,138,1,39.59,5,4,1,541,Hibernating
66069.0,76,1,20.06,5,4,1,541,Hibernating
66301.0,88,1,50.3,5,4,1,541,Hibernating
68309.0,68,1,60.5,5,4,1,541,Hibernating
68666.0,119,1,69.06,5,4,1,541,Hibernating
68961.0,69,1,57.65,5,4,1,541,Hibernating
69403.0,71,1,73.14,5,4,1,541,Hibernating
69447.0,122,1,32.22,5,4,1,541,Hibernating
69931.0,40,1,22.23,5,4,1,541,Hibernating
70055.0,136,1,21.7,5,4,1,541,Hibernating
70182.0,94,1,25.64,5,4,1,541,Hibernating
71273.0,8,1,88.99,5,4,1,541,Hibernating
71477.0,108,1,76.36,5,4,1,541,Hibernating
71708.0,34,1,77.71,5,4,1,541,Hibernating
71738.0,1,1,64.22,5,4,1,541,Hibernating
72367.0,46,1,101.62,5,4,1,541,Hibernating
72465.0,30,1,73.08,5,4,1,541,Hibernating
73431.0,89,1,63.44,5,4,1,541,Hibernating
74483.0,52,1,59.51,5,4,1,541,Hibernating
75059.0,28,1,98.12,5,4,1,541,Hibernating
76006.0,111,1,60.87,5,4,1,541,Hibernating
76857.0,58,1,39.64,5,4,1,541,Hibernating
77697.0,28,1,78.74,5,4,1,541,Hibernating
78839.0,110,1,58.26,5,4,1,541,Hibernating
79576.0,126,1,73.56,5,4,1,541,Hibernating
80516.0,128,1,77.24,5,4,1,541,Hibernating
80881.0,58,1,69.75,5,4,1,541,Hibernating
81322.0,13,1,54.5,5,4,1,541,Hibernating
81485.0,4,1,101.66,5,4,1,541,Hibernating
81645.0,122,1,28.83,5,4,1,541,Hibernating
81976.0,47,1,32.44,5,4,1,541,Hibernating
82629.0,52,1,81.16,5,4,1,541,Hibernating
82783.0,18,1,20.52,5,4,1,541,Hibernating
83149.0,69,1,34.16,5,4,1,541,Hibernating
83502.0,98,1,19.69,5,4,1,541,Hibernating
46504.0,117,1,2759.62,5,3,5,535,Loyal Customers
46955.0,31,1,6668.34,5,3,5,535,Loyal Customers
48666.0,1,1,1312.22,5,3,5,535,Loyal Customers
48865.0,106,1,4000.29,5,3,5,535,Loyal Customers
49271.0,16,1,1050.53,5,3,5,535,Loyal Customers
49559.0,115,1,861.5,5,3,5,535,Loyal Customers
49633.0,36,1,1033.55,5,3,5,535,Loyal Customers
49940.0,14,1,771.0,5,3,5,535,Loyal Customers
50029.0,107,1,7434.27,5,3,5,535,Loyal Customers
51612.0,56,1,991.1,5,3,5,535,Loyal Customers
53086.0,130,1,1016.04,5,3,5,535,Loyal Customers
53986.0,93,1,1551.31,5,3,5,535,Loyal Customers
54022.0,6,1,1643.82,5,3,5,535,Loyal Customers
54701.0,103,1,907.4,5,3,5,535,Loyal Customers
54848.0,123,1,802.92,5,3,5,535,Loyal Customers
55056.0,100,1,1316.4,5,3,5,535,Loyal Customers
55281.0,108,1,2447.8500000000004,5,3,5,535,Loyal Customers
55852.0,39,1,3726.28,5,3,5,535,Loyal Customers
55957.0,25,1,9457.0,5,3,5,535,Loyal Customers
56338.0,104,1,832.25,5,3,5,535,Loyal Customers
56450.0,42,1,2809.32,5,3,5,535,Loyal Customers
56508.0,123,1,4245.849999999999,5,3,5,535,Loyal Customers
56676.0,16,1,6529.59,5,3,5,535,Loyal Customers
56803.0,100,1,1111.8000000000002,5,3,5,535,Loyal Customers
57216.0,120,1,810.72,5,3,5,535,Loyal Customers
57438.0,103,1,8436.8,5,3,5,535,Loyal Customers
57502.0,44,1,893.45,5,3,5,535,Loyal Customers
58094.0,65,1,2745.75,5,3,5,535,Loyal Customers
58463.0,78,1,7884.960000000001,5,3,5,535,Loyal Customers
59239.0,47,1,1129.08,5,3,5,535,Loyal Customers
60129.0,71,1,977.79,5,3,5,535,Loyal Customers
61061.0,107,1,1057.91,5,3,5,535,Loyal Customers
61308.0,16,1,10312.68,5,3,5,535,Loyal Customers
61309.0,101,1,2360.57,5,3,5,535,Loyal Customers
