InvoiceID,CustomerID,Product,Quantity,Price,InvoiceDate,Country,TotalAmount
INV-100052,81000.0,Wireless Mouse,6,35.26,2025-06-12 07:59:53.641727,Australia,211.56
INV-100053,23651.0,Smartphone,1,1126.74,2024-04-17 10:58:23.641727,United States,1126.74
INV-100054,75380.0,Laptop,6,1615.56,2024-08-14 02:26:22.641727,Italy,9693.36
INV-100055,20511.0,Wireless Mouse,7,30.99,2025-09-15 17:39:56.641727,United Kingdom,216.92999999999998
INV-100056,61122.0,Jeans,1,88.61,2025-05-20 04:42:02.641727,India,88.61
INV-100057,93141.0,Bluetooth Headphones,5,83.58,2024-07-09 21:03:44.641727,Germany,417.9
INV-100058,28536.0,Casual Sneakers,1,93.37,2025-08-06 17:37:25.641727,France,93.37
INV-100059,25644.0,Casual Sneakers,3,56.07,2025-10-04 13:47:29.641727,France,168.21
INV-100060,48058.0,Smartphone,3,950.53,2024-10-23 14:28:59.641727,United States,2851.59
INV-100061,43175.0,Jacket,4,172.05,2025-08-23 22:10:16.641727,Italy,688.2
INV-100062,14362.0,Bluetooth Headphones,7,134.28,2026-03-18 23:27:38.641727,United Kingdom,939.96
INV-100063,51038.0,Wireless Mouse,4,29.24,2025-03-25 21:05:07.641727,United Kingdom,116.96
INV-100064,33359.0,Smartphone,3,664.25,2024-09-22 02:16:14.641727,United Kingdom,1992.75
INV-100065,21199.0,Bluetooth Headphones,1,56.04,2026-03-10 21:39:03.641727,Netherlands,56.04
INV-100066,34842.0,Bluetooth Headphones,7,155.56,2026-02-01 23:22:15.641727,Australia,1088.92
INV-100067,11857.0,T-Shirt,3,10.32,2025-03-07 04:25:17.641727,United Kingdom,30.96
INV-100068,92352.0,Running Shoes,4,136.13,2025-02-12 01:38:29.641727,Australia,544.52
INV-100069,99467.0,Jeans,1,74.37,2025-12-07 10:40:53.641727,Canada,74.37
INV-100070,43085.0,Formal Shirt,3,29.46,2024-04-08 02:11:01.641727,United Kingdom,88.38
INV-100071,88898.0,Jeans,4,50.57,2024-11-21 16:01:52.641727,United Kingdom,202.28
INV-100072,51520.0,Backpack,7,21.11,2025-05-09 06:53:57.641727,United States,147.76999999999998
INV-100073,92109.0,Formal Shirt,3,53.4,2025-07-29 03:20:36.641727,United Kingdom,160.2
INV-100074,25581.0,Running Shoes,4,179.37,2025-07-10 08:02:35.641727,Italy,717.48
INV-100075,35610.0,T-Shirt,7,19.61,2025-01-03 04:14:52.641727,France,137.26999999999998
INV-100076,76583.0,T-Shirt,3,34.73,2026-01-02 07:43:14.641727,Germany,104.19
INV-100077,29808.0,Smartphone,3,369.91,2025-07-25 22:00:10.641727,Italy,1109.73
INV-100078,84117.0,Bluetooth Headphones,1,84.06,2025-05-07 07:08:33.641727,United States,84.06
INV-100079,48327.0,Wireless Mouse,7,59.8,2026-02-21 21:56:34.641727,Australia,418.59999999999997
INV-100080,46350.0,Smartphone,1,1082.86,2024-06-15 09:37:17.641727,Spain,1082.86
INV-100081,50798.0,Jeans,2,47.65,2025-09-07 20:31:16.641727,United States,95.3
INV-100082,81807.0,Coffee Maker,1,131.79,2026-02-13 06:14:53.641727,France,131.79
INV-100083,10503.0,Casual Sneakers,5,129.19,2025-08-03 19:39:09.641727,United States,645.95
INV-100084,77561.0,Running Shoes,3,150.86,2025-05-25 09:29:26.641727,India,452.58000000000004
INV-100085,80132.0,Running Shoes,5,133.56,2024-12-29 16:52:57.641727,Germany,667.8
INV-100086,83902.0,Laptop,5,805.15,2024-10-22 21:42:04.641727,Australia,4025.75
INV-100088,80402.0,Casual Sneakers,3,103.39,2026-01-23 20:28:39.641727,France,310.17
INV-100089,57581.0,Jacket,1,140.04,2025-03-11 02:26:05.641727,Italy,140.04
INV-100090,51950.0,Casual Sneakers,1,67.61,2024-07-04 22:52:43.641727,Netherlands,67.61
INV-100091,44942.0,Laptop,4,1085.54,2025-03-26 17:31:00.641727,United Kingdom,4342.16
INV-100092,84442.0,Jeans,2,52.45,2024-06-17 20:22:26.641727,India,104.9
INV-100093,45347.0,Jeans,1,59.69,2026-02-20 00:51:19.641727,Germany,59.69
INV-100094,61537.0,T-Shirt,3,18.54,2025-05-03 05:50:02.641727,Australia,55.62
INV-100095,18646.0,Smartphone,4,617.93,2024-09-10 19:43:34.641727,Spain,2471.72
INV-100096,38558.0,T-Shirt,7,11.12,2025-07-07 20:26:47.641727,United Kingdom,77.83999999999999
INV-100097,33954.0,Running Shoes,5,163.2,2025-05-05 06:09:12.641727,Germany,816.0
INV-100098,49151.0,Casual Sneakers,3,102.87,2025-04-15 16:28:45.641727,United Kingdom,308.61
INV-100100,74483.0,Sunglasses,1,59.51,2026-02-14 20:24:55.641727,Italy,59.51
INV-100101,48865.0,Laptop,3,1333.43,2025-12-23 13:46:11.641727,United Kingdom,4000.29
INV-100102,23529.0,Formal Shirt,5,56.04,2024-10-16 13:05:44.641727,India,280.2
INV-100103,59052.0,Sports Watch,1,305.28,2024-09-29 17:08:13.641727,Germany,305.28
INV-100104,14921.0,Wireless Mouse,7,46.2,2026-03-31 13:23:35.641727,Germany,323.40000000000003
INV-100105,86415.0,Laptop,4,1895.81,2025-07-22 10:48:53.641727,United States,7583.24
INV-100106,79350.0,Jeans,6,32.23,2024-04-21 19:28:30.641727,United Kingdom,193.38
INV-100107,30271.0,T-Shirt,2,16.23,2025-04-29 06:58:22.641727,Netherlands,32.46
INV-100108,33691.0,Running Shoes,6,57.17,2024-07-03 05:11:25.641727,United States,343.02
INV-100109,12489.0,Sunglasses,3,62.74,2024-04-29 10:58:00.641727,Netherlands,188.22
INV-100110,42796.0,Jeans,7,55.06,2024-08-21 05:31:24.641727,France,385.42
INV-100111,13440.0,Formal Shirt,4,64.06,2024-10-10 13:19:29.641727,United States,256.24
INV-100112,94270.0,T-Shirt,5,12.51,2024-06-04 18:38:29.641727,Germany,62.55
INV-100113,22075.0,Bluetooth Headphones,2,113.94,2025-12-08 14:40:47.641727,United States,227.88
INV-100114,69342.0,Casual Sneakers,7,74.14,2025-02-21 14:03:06.641727,United States,518.98
INV-100115,61342.0,Backpack,2,45.5,2025-05-15 14:06:35.641727,Italy,91.0
INV-100116,31317.0,Wireless Mouse,1,50.12,2025-12-30 09:47:42.641727,United Kingdom,50.12
INV-100117,82735.0,Laptop,4,643.1,2025-12-09 19:03:39.641727,United States,2572.4
INV-100118,19798.0,Jeans,6,48.99,2025-11-27 20:10:41.641727,France,293.94
INV-100119,89811.0,Smartphone,7,621.76,2024-08-28 23:34:32.641727,Germany,4352.32
INV-100120,76630.0,Bluetooth Headphones,6,124.47,2025-10-03 08:36:53.641727,India,746.8199999999999
INV-100121,67159.0,Smartphone,4,439.26,2026-04-04 13:19:12.641727,Canada,1757.04
INV-100122,89168.0,Running Shoes,7,173.43,2024-04-13 02:17:14.641727,Italy,1214.01
INV-100123,46282.0,Jeans,4,94.84,2026-01-01 09:36:20.641727,France,379.36
INV-100124,35347.0,Running Shoes,4,157.36,2025-12-30 15:38:39.641727,Germany,629.44
INV-100125,23906.0,Jacket,2,107.95,2025-12-12 20:50:09.641727,United Kingdom,215.9
INV-100126,93192.0,T-Shirt,6,25.92,2025-01-22 03:08:19.641727,Canada,155.52
INV-100127,46127.0,Casual Sneakers,3,52.9,2024-08-30 21:50:09.641727,Germany,158.7
INV-100128,84644.0,Casual Sneakers,2,127.77,2025-09-23 18:46:05.641727,United States,255.54
INV-100129,39917.0,Bluetooth Headphones,3,99.5,2025-07-06 12:26:47.641727,Netherlands,298.5
INV-100130,95948.0,Casual Sneakers,5,61.76,2025-09-20 08:05:24.641727,Italy,308.8
INV-100131,88301.0,Sunglasses,2,49.38,2024-10-11 12:31:28.641727,France,98.76
INV-100132,37723.0,Bluetooth Headphones,3,135.09,2024-08-15 06:38:35.641727,United Kingdom,405.27
INV-100133,53804.0,T-Shirt,3,31.5,2026-01-25 20:14:27.641727,India,94.5
INV-100135,30357.0,Running Shoes,5,115.04,2025-12-20 03:23:10.641727,India,575.2
INV-100136,12131.0,Sports Watch,5,357.77,2026-02-12 19:09:54.641727,Germany,1788.85
INV-100137,35991.0,Jacket,1,192.19,2025-03-08 22:59:39.641727,India,192.19
INV-100138,63152.0,Wireless Mouse,3,52.54,2024-10-16 17:05:12.641727,India,157.62
INV-100139,22282.0,Running Shoes,5,103.05,2026-01-21 15:47:36.641727,Germany,515.25
INV-100140,40004.0,Jacket,2,162.71,2025-09-11 15:45:45.641727,Canada,325.42
INV-100141,92671.0,Jacket,1,197.18,2025-08-06 20:32:31.641727,United Kingdom,197.18
INV-100142,16756.0,Sports Watch,3,136.15,2026-03-08 01:31:44.641727,United Kingdom,408.45000000000005
INV-100143,14531.0,Bluetooth Headphones,5,83.52,2024-10-04 11:10:33.641727,United States,417.59999999999997
INV-100144,48146.0,Jacket,5,69.06,2024-12-26 22:43:58.641727,Netherlands,345.3
INV-100145,11156.0,Formal Shirt,1,44.53,2024-05-06 04:00:29.641727,United Kingdom,44.53
INV-100146,12503.0,T-Shirt,5,28.85,2025-01-15 15:49:00.641727,France,144.25
INV-100148,19202.0,Jeans,6,62.93,2025-03-04 01:22:11.641727,Australia,377.58
INV-100149,82977.0,Running Shoes,4,59.57,2024-07-26 20:15:59.641727,United States,238.28
INV-100150,21043.0,Coffee Maker,1,164.65,2025-11-19 06:50:32.641727,France,164.65
INV-100151,57111.0,Backpack,3,77.04,2025-03-30 20:31:17.641727,United Kingdom,231.12
INV-100153,66325.0,Bluetooth Headphones,4,123.22,2025-12-29 08:33:46.641727,India,492.88
INV-100154,68847.0,Casual Sneakers,5,54.87,2025-03-28 15:30:13.641727,India,274.34999999999997
INV-100155,42195.0,Smartphone,6,1052.95,2026-01-18 23:02:23.641727,United States,6317.700000000001
INV-100156,89995.0,T-Shirt,1,27.31,2024-09-16 23:28:37.641727,United States,27.31
INV-100157,16180.0,Smartphone,7,363.97,2025-12-19 15:43:26.641727,Germany,2547.79
INV-100158,19658.0,Laptop,3,2461.38,2026-03-30 04:16:48.641727,Germany,7384.14
INV-100159,87053.0,Wireless Mouse,6,13.19,2025-10-07 12:33:51.641727,United Kingdom,79.14
INV-100160,16151.0,Casual Sneakers,4,104.71,2026-01-19 02:31:10.641727,United Kingdom,418.84
INV-100161,27270.0,Sunglasses,5,33.03,2025-09-30 00:17:30.641727,Germany,165.15
INV-100163,12975.0,Running Shoes,6,63.8,2025-10-17 05:48:00.641727,Canada,382.79999999999995
INV-100164,20530.0,Bluetooth Headphones,1,45.14,2026-03-09 21:29:13.641727,Italy,45.14
INV-100165,61542.0,T-Shirt,7,20.59,2025-06-23 08:39:55.641727,France,144.13
INV-100166,69507.0,Coffee Maker,2,179.1,2025-08-22 04:40:32.641727,Germany,358.2
INV-100167,17495.0,Coffee Maker,7,71.48,2024-06-04 12:02:10.641727,Canada,500.36
INV-100168,94813.0,T-Shirt,1,24.54,2026-03-08 20:00:19.641727,United Kingdom,24.54
INV-100169,18618.0,Sports Watch,1,271.88,2025-10-27 10:11:48.641727,Australia,271.88
INV-100170,71830.0,T-Shirt,1,30.74,2024-08-03 14:34:59.641727,United Kingdom,30.74
INV-100171,82033.0,Jacket,4,106.17,2024-11-05 03:58:03.641727,India,424.68
INV-100172,56869.0,Formal Shirt,2,53.3,2024-09-19 06:29:18.641727,United Kingdom,106.6
INV-100173,54244.0,Sports Watch,5,431.73,2024-11-27 00:04:19.641727,Canada,2158.65
INV-100174,19815.0,Casual Sneakers,6,76.6,2026-01-13 20:52:17.641727,United Kingdom,459.59999999999997
INV-100175,31735.0,Running Shoes,1,109.93,2025-03-12 13:49:01.641727,Canada,109.93
INV-100176,86551.0,Jeans,4,87.22,2025-02-08 04:40:26.641727,Netherlands,348.88
INV-100177,41376.0,Desk Lamp,6,36.95,2025-10-28 08:07:13.641727,United Kingdom,221.70000000000002
INV-100178,13100.0,Backpack,3,45.41,2025-01-03 15:09:27.641727,Canada,136.23
INV-100179,75630.0,Wireless Mouse,7,28.12,2026-01-14 08:13:49.641727,United Kingdom,196.84
INV-100180,71528.0,Backpack,5,76.29,2025-10-10 08:25:48.641727,France,381.45000000000005
INV-100181,15971.0,Backpack,1,84.99,2024-10-12 07:17:05.641727,United States,84.99
INV-100182,14596.0,Jacket,4,160.98,2025-07-11 19:46:49.641727,Italy,643.92
INV-100183,20483.0,T-Shirt,3,24.84,2025-03-26 01:31:56.641727,Australia,74.52
INV-100184,14581.0,Wireless Mouse,1,32.67,2024-12-14 20:36:32.641727,Germany,32.67
INV-100185,65462.0,Smartphone,7,261.86,2026-01-29 06:58:35.641727,Italy,1833.02
INV-100186,21935.0,T-Shirt,2,12.7,2025-01-23 02:59:31.641727,India,25.4
INV-100187,64626.0,Running Shoes,1,73.43,2024-07-01 21:35:49.641727,Spain,73.43
INV-100188,25852.0,Wireless Mouse,2,18.14,2025-01-30 19:21:29.641727,United States,36.28
INV-100189,97520.0,Formal Shirt,6,59.24,2025-04-19 22:40:21.641727,Germany,355.44
INV-100190,75332.0,Sports Watch,5,130.45,2024-07-08 21:47:58.641727,United States,652.25
INV-100191,43709.0,Formal Shirt,6,25.14,2025-10-01 20:42:11.641727,Germany,150.84
INV-100192,48583.0,Casual Sneakers,4,81.35,2024-09-22 06:15:34.641727,United States,325.4
INV-100193,15856.0,Coffee Maker,1,67.35,2024-06-14 03:44:42.641727,Canada,67.35
INV-100194,14939.0,Casual Sneakers,3,58.86,2025-05-05 02:00:18.641727,Netherlands,176.57999999999998
INV-100195,58377.0,Casual Sneakers,2,58.88,2024-08-03 04:37:35.641727,Netherlands,117.76
INV-100197,67450.0,Backpack,2,56.65,2024-05-27 15:01:22.641727,United Kingdom,113.3
INV-100198,44418.0,Formal Shirt,7,65.49,2025-02-07 14:12:02.641727,Canada,458.42999999999995
INV-100199,22564.0,T-Shirt,3,31.02,2024-05-15 10:54:30.641727,France,93.06
INV-100200,58211.0,Wireless Mouse,3,51.83,2025-01-12 12:48:56.641727,India,155.49
INV-100202,77166.0,Jacket,4,205.22,2025-07-26 13:31:03.641727,United States,820.88
INV-100203,27798.0,Casual Sneakers,2,94.37,2025-05-03 08:18:26.641727,Spain,188.74
INV-100204,59263.0,Running Shoes,4,134.17,2024-07-31 11:33:44.641727,Spain,536.68
INV-100205,86024.0,Formal Shirt,2,44.7,2024-11-22 01:34:40.641727,United Kingdom,89.4
INV-100206,34298.0,Casual Sneakers,6,76.1,2025-01-10 15:13:13.641727,Spain,456.59999999999997
INV-100207,85163.0,Smartphone,5,565.13,2025-06-04 01:54:03.641727,United States,2825.65
INV-100208,75100.0,Casual Sneakers,6,59.09,2024-09-06 15:01:17.641727,United States,354.54
INV-100209,48666.0,Jacket,7,187.46,2026-04-07 15:32:21.641727,United Kingdom,1312.22
INV-100210,89486.0,Laptop,6,610.74,2025-07-27 09:19:00.641727,Netherlands,3664.44
INV-100211,97005.0,Bluetooth Headphones,3,119.34,2024-11-21 07:21:42.641727,Italy,358.02
INV-100212,31316.0,Formal Shirt,2,71.87,2024-06-28 17:05:32.641727,United States,143.74
INV-100213,98178.0,Coffee Maker,4,104.61,2025-06-16 00:52:33.641727,Canada,418.44
INV-100214,10217.0,Laptop,4,640.4,2025-02-28 14:19:49.641727,Italy,2561.6
INV-100215,21632.0,Wireless Mouse,3,34.71,2025-08-12 15:11:42.641727,Germany,104.13
INV-100216,13885.0,Casual Sneakers,6,77.61,2025-06-16 21:35:03.641727,United Kingdom,465.65999999999997
INV-100218,94327.0,Sunglasses,3,87.58,2025-12-07 06:28:06.641727,United Kingdom,262.74
INV-100219,64028.0,Jeans,5,75.5,2025-04-26 01:34:20.641727,India,377.5
INV-100220,65491.0,T-Shirt,7,21.93,2025-09-18 14:36:47.641727,Canada,153.51
INV-100221,17635.0,Jacket,1,173.51,2024-12-25 18:42:11.641727,United Kingdom,173.51
INV-100222,56450.0,Smartphone,3,936.44,2026-02-24 23:26:11.641727,France,2809.32
INV-100223,44438.0,Sports Watch,6,104.55,2025-01-30 12:06:24.641727,United States,627.3
INV-100224,53147.0,T-Shirt,4,14.01,2025-08-16 23:56:39.641727,United Kingdom,56.04
INV-100225,33505.0,Sunglasses,6,16.36,2026-04-06 13:21:57.641727,United States,98.16
INV-100226,28140.0,Running Shoes,4,118.73,2024-12-18 14:16:37.641727,United Kingdom,474.92
INV-100227,95683.0,Bluetooth Headphones,1,144.47,2024-06-20 20:18:35.641727,United States,144.47
INV-100228,60256.0,Smartphone,4,829.08,2024-09-23 20:16:37.641727,United States,3316.32
INV-100229,47042.0,Casual Sneakers,3,92.52,2024-10-02 15:40:24.641727,Germany,277.56
INV-100230,16642.0,Casual Sneakers,6,132.97,2024-05-18 23:47:54.641727,Germany,797.8199999999999
INV-100231,78639.0,Jeans,2,37.06,2025-05-09 17:25:27.641727,France,74.12
INV-100232,52531.0,Sports Watch,2,107.6,2024-10-27 07:48:35.641727,United States,215.2
INV-100233,44803.0,Bluetooth Headphones,1,149.66,2024-06-17 12:57:48.641727,France,149.66
INV-100234,70024.0,Sports Watch,4,414.03,2024-07-16 14:03:49.641727,Germany,1656.12
INV-100235,21862.0,Coffee Maker,7,132.45,2024-10-24 06:18:39.641727,India,927.1499999999999
INV-100236,57987.0,Jeans,5,42.22,2025-01-02 05:17:34.641727,United Kingdom,211.1
INV-100237,87682.0,Wireless Mouse,6,63.4,2026-03-20 01:16:07.641727,Netherlands,380.4
INV-100238,51757.0,Running Shoes,6,150.67,2025-09-02 13:38:37.641727,United Kingdom,904.02
INV-100239,10037.0,Casual Sneakers,5,109.02,2025-09-11 10:36:39.641727,United States,545.1
INV-100240,30692.0,Coffee Maker,5,63.44,2025-08-25 20:54:38.641727,France,317.2
INV-100241,15034.0,Coffee Maker,2,106.96,2025-11-15 00:59:01.641727,Italy,213.92
INV-100242,55016.0,Formal Shirt,7,69.35,2024-11-25 22:45:02.641727,India,485.44999999999993
INV-100243,42794.0,Jacket,6,197.64,2024-06-19 05:25:31.641727,France,1185.84
INV-100245,71820.0,Backpack,7,55.64,2024-04-08 15:24:06.641727,Canada,389.48
INV-100246,25894.0,Bluetooth Headphones,3,122.21,2024-09-12 22:18:45.641727,United States,366.63
INV-100247,40753.0,Jeans,2,61.98,2025-10-09 09:07:58.641727,France,123.96
INV-100248,98892.0,T-Shirt,7,19.28,2025-04-09 20:37:36.641727,Canada,134.96
INV-100250,32293.0,Smartphone,7,369.75,2025-04-15 01:06:33.641727,France,2588.25
INV-100251,38605.0,Backpack,5,72.74,2025-05-08 20:51:58.641727,United Kingdom,363.7
INV-100252,55785.0,Jeans,2,26.73,2024-11-13 15:11:43.641727,United Kingdom,53.46
INV-100253,32048.0,Formal Shirt,3,23.14,2024-09-14 05:01:44.641727,India,69.42
INV-100254,97301.0,Formal Shirt,5,74.28,2024-10-14 02:21:01.641727,United Kingdom,371.4
INV-100255,10487.0,Wireless Mouse,3,49.31,2025-11-11 06:22:57.641727,United States,147.93
INV-100256,95324.0,Coffee Maker,2,30.63,2026-03-23 18:37:09.641727,France,61.26
INV-100257,58131.0,Casual Sneakers,2,74.64,2024-06-06 10:18:45.641727,United States,149.28
INV-100258,13445.0,Running Shoes,5,150.41,2025-05-04 18:52:43.641727,United Kingdom,752.05
INV-100259,20498.0,Bluetooth Headphones,1,87.2,2025-03-17 02:07:19.641727,United Kingdom,87.2
INV-100260,19274.0,Casual Sneakers,1,89.54,2025-05-23 00:03:26.641727,France,89.54
INV-100261,35874.0,Coffee Maker,1,98.82,2024-09-24 16:47:11.641727,Germany,98.82
INV-100262,39975.0,T-Shirt,6,13.46,2024-04-13 09:01:37.641727,Canada,80.76
INV-100263,67706.0,Casual Sneakers,1,113.53,2024-09-03 02:55:19.641727,United States,113.53
INV-100264,38007.0,Sunglasses,3,25.82,2024-08-18 10:19:30.641727,India,77.46000000000001
INV-100265,75259.0,Casual Sneakers,1,93.19,2024-05-15 21:47:53.641727,United States,93.19
INV-100266,36441.0,T-Shirt,5,12.59,2024-12-24 00:29:29.641727,United States,62.95
INV-100267,33710.0,Casual Sneakers,1,49.42,2025-08-19 22:32:50.641727,India,49.42
INV-100268,34782.0,Casual Sneakers,1,58.61,2026-03-13 20:27:26.641727,Canada,58.61
INV-100269,39627.0,Running Shoes,3,163.67,2025-07-31 11:13:11.641727,United States,491.01
INV-100270,85395.0,Running Shoes,5,77.02,2024-08-13 14:42:35.641727,Germany,385.09999999999997
INV-100271,32221.0,Casual Sneakers,1,71.45,2024-12-28 01:49:20.641727,Canada,71.45
INV-100272,34593.0,Running Shoes,4,72.26,2024-11-15 02:06:37.641727,United Kingdom,289.04
INV-100274,68836.0,Laptop,5,1390.9,2026-03-31 12:01:30.641727,France,6954.5
INV-100275,27146.0,Jeans,6,91.05,2025-07-30 07:12:18.641727,Canada,546.3
INV-100276,88135.0,T-Shirt,3,25.94,2025-03-24 21:29:53.641727,France,77.82000000000001
INV-100277,26486.0,Jacket,7,145.02,2025-02-20 12:03:25.641727,Germany,1015.1400000000001
INV-100278,24590.0,Backpack,2,65.28,2024-11-26 02:58:44.641727,India,130.56
INV-100279,50052.0,Backpack,5,20.91,2025-02-05 22:03:16.641727,United Kingdom,104.55
INV-100280,72213.0,Running Shoes,4,173.83,2025-07-14 18:26:34.641727,Canada,695.32
INV-100281,27037.0,Casual Sneakers,1,135.86,2026-02-14 06:46:57.641727,United Kingdom,135.86
INV-100283,24103.0,Formal Shirt,5,57.7,2024-08-20 17:07:50.641727,France,288.5
INV-100284,80357.0,Bluetooth Headphones,2,60.24,2026-03-07 14:58:58.641727,United States,120.48
INV-100285,18629.0,Jeans,1,63.32,2024-11-23 15:00:54.641727,France,63.32
INV-100286,51798.0,Running Shoes,5,151.35,2024-06-07 10:03:07.641727,Australia,756.75
INV-100287,67614.0,T-Shirt,4,33.38,2025-05-09 22:12:36.641727,Germany,133.52
INV-100288,33901.0,Jacket,1,114.27,2025-11-05 18:52:27.641727,United Kingdom,114.27
INV-100289,65086.0,Casual Sneakers,7,110.88,2024-10-12 17:37:13.641727,United Kingdom,776.16
INV-100290,71977.0,Coffee Maker,6,137.46,2024-10-28 10:04:05.641727,Netherlands,824.76
INV-100291,68514.0,Running Shoes,4,82.64,2024-11-04 20:02:25.641727,Spain,330.56
INV-100292,45720.0,Sunglasses,2,81.05,2025-11-17 13:19:17.641727,Germany,162.1
INV-100293,79596.0,Running Shoes,2,136.93,2026-03-07 13:59:53.641727,United States,273.86
INV-100294,75848.0,Backpack,4,73.01,2025-12-17 12:32:06.641727,Italy,292.04
INV-100295,39371.0,Sunglasses,1,119.99,2024-09-19 18:34:57.641727,United States,119.99
INV-100296,76006.0,Desk Lamp,3,20.29,2025-12-18 14:51:33.641727,United Kingdom,60.87
INV-100297,92657.0,Coffee Maker,2,60.35,2024-11-19 17:18:10.641727,Germany,120.7
